date,historical_demand,port_congestion_level,shipping_costs,delay_probability,weather_condition_severity
2021-02-12,5012.800065111055,8.16363414120718,486.86360285626074,0.7173203970339251,0.5429693902562148
2021-02-13,6283.77860516766,6.277778155341077,545.1678439831859,0.6634621465893574,0.5845280167607375
2021-02-14,5948.680597951323,7.964877703304438,414.0144858345241,0.7181458044874655,0.6100990809903843
2021-02-15,7018.753299522997,7.621905629047631,560.932379384988,0.6925856938670333,0.5616764908214383
2021-02-16,6412.306393111917,7.594135496864468,386.4982600434941,0.8448394725116848,0.3795979748645308
2021-02-17,6114.468073910454,7.421656481770739,459.97545904390154,0.6561059022832626,0.46422852847434054
2021-02-18,5616.970426285811,7.269592314363532,500.6283354372027,0.7598477701589467,0.4752707804692428
2021-02-19,6187.396581456317,6.584899853276557,415.797176301699,0.7289562508376113,0.4700498340162497
2021-02-20,7040.960508943339,6.613260840747935,401.9185757128692,0.6508228043945364,0.4610063519785987
2021-02-21,6173.68898031332,8.15464522974855,570.4259457575998,0.6783983826179184,0.5015957246860896
2021-02-22,6181.481285635254,7.799912034059536,480.73484442932744,0.5486572611265831,0.4753483881478396
2021-02-23,5608.2875123292715,7.343401821632089,371.6042498400424,0.7354921905317789,0.4461710880201865
2021-02-24,6312.84435308859,5.918386076440573,352.38443083590226,0.674444963773237,0.606361095978593
2021-02-25,6860.942968221317,6.736829524570059,480.74991815038356,0.7133712191770208,0.3808426131838556
2021-02-26,6751.3983690931955,6.8213687941068395,458.4421990027334,0.8045660281548713,0.5548943399534706
2021-02-27,7030.685331104505,7.975869541897356,453.0833167712822,0.772056245853252,0.5621123722316129
2021-02-28,5757.4365985234535,7.143376894566843,315.81958480915284,0.7953846833165376,0.6190115177258818
2021-03-01,5717.44467704208,7.252332922033273,420.4341133841388,0.6901987148598413,0.46646822122201165
2021-03-02,6178.900020087641,6.235934238283638,398.01990634384873,0.6589961385155221,0.4362908053112216
2021-03-03,6369.9964390130735,6.327543420052481,485.2219288154074,0.5692832728393615,0.5278700004186788
2021-03-04,5822.142142886082,7.140947857466717,375.5844959457877,0.8328807351015649,0.5548071919052764
2021-03-05,5487.860717574572,6.764215596675594,512.8373643275112,0.6643823331223624,0.5972621222577005
2021-03-06,5324.941767903331,7.950421644516786,487.7321718280537,0.6766479718878006,0.4940446202668074
2021-03-07,5915.38322576466,7.37295637015789,456.74056668392046,0.6758141236361594,0.4723672538445096
2021-03-08,5890.6417834550675,6.593427189782953,519.162551837091,0.7482262909366936,0.47623208445235043
2021-03-09,5919.957317250423,6.236355825624486,498.9789217458122,0.776543194519792,0.5237733796038867
2021-03-10,5743.590240657533,6.923895296546324,448.2712630480335,0.775521969450175,0.4882725266769956
2021-03-11,6700.417978433149,7.255833646711422,540.9150168873639,0.5742236752151358,0.6698511388797724
2021-03-12,4771.546719280746,7.187095497785921,417.4141002799045,0.6483219854343338,0.5312911314036819
2021-03-13,5236.485486169321,7.258347003481609,440.97460596769037,0.662571704962583,0.2896733865724771
2021-03-14,6647.17955283316,7.233238632931898,418.5069955556208,0.7202477655102203,0.4475683506549614
2021-03-15,5872.172161282205,6.517989656867218,498.0851909316877,0.7573683627056177,0.44832942198203374
2021-03-16,6271.332694458318,7.3533673568807165,504.5448751123096,0.7286906741788838,0.4614927971319656
2021-03-17,4264.135174959792,6.551754681850824,559.093940649733,0.8261359327989886,0.5986811031404108
2021-03-18,6980.653036472177,6.5116353462733985,619.8929237148676,0.6559414279951926,0.4407800340095011
2021-03-19,6965.754724050584,7.397131798217324,486.993658294662,0.7019146438481996,0.551923941700904
2021-03-20,5824.866153321312,7.001072394318676,474.5664376512722,0.6818895445948127,0.5566194742330154
2021-03-21,5035.2491383877505,6.673866453109066,437.5951114291293,0.5973840407550025,0.5075617045982714
2021-03-22,6765.236664415665,6.362247743914801,311.702671015486,0.6935190651507255,0.4592257104175618
2021-03-23,5147.601962121592,6.1218348864810075,494.9766388663732,0.649192611893018,0.57162177930514
2021-03-24,6155.19225422584,5.669479269914196,493.39631355319506,0.6517280801292104,0.508699694256264
2021-03-25,5739.86503229326,6.76780220860713,365.2311714948064,0.6660994663975298,0.45655156153956394
2021-03-26,5937.293378182101,6.748378030216233,381.990710592075,0.6645719604855806,0.463764654127704
2021-03-27,6205.533981839789,7.601366071507834,428.6519849421799,0.6351706593999443,0.45042111478943153
2021-03-28,6260.716362318938,7.4804030466264,460.17933173312446,0.8296133780960186,0.6800490242183542
2021-03-29,6226.2813776545945,7.212286366737511,478.59109703868177,0.5186440253937961,0.43456971044136483
2021-03-30,6662.074391154244,6.401455044639029,389.90972617174765,0.845519139801269,0.48269777125757446
2021-03-31,6173.175243630663,7.090205150196804,548.6916418289795,0.7220049067181304,0.5017654812655743
2021-04-01,6481.857542802744,7.664160159596373,389.7313667783267,0.6619354830122787,0.48288812830554373
2021-04-02,5485.507791436922,6.755368149697129,492.15358645392774,0.7474763687014091,0.4238285695751715
2021-04-03,4639.576881851457,8.216790137109875,491.9216197747906,0.6219469965953399,0.5645378872900155
2021-04-04,6856.8158010511515,7.60373562669202,446.66576131428764,0.7464619158163125,0.5604408783775939
2021-04-05,6329.1228315375965,7.471829876169764,486.5194624455965,0.6123537964090161,0.46537115992960243
2021-04-06,5531.6313085464235,7.32705321853346,477.83403509076993,0.7943529321664462,0.44994615695755424
2021-04-07,6435.170428024001,7.365202728980127,521.566120725201,0.6450810012590042,0.5792843684415252
2021-04-08,5867.321044011985,5.618572123087731,417.2698214508335,0.7383726840933234,0.3752212247530397
2021-04-09,6496.801291123709,7.265526569525231,531.3123816365238,0.6384169710067013,0.5006292769045598
2021-04-10,6414.637763775547,6.645981637321083,403.13045720999065,0.6827040322375623,0.47561142748848884
2021-04-11,5427.1849340891995,7.551002725555809,389.3315718458518,0.6858554317257047,0.5422147021953693
2021-04-12,6413.510125345517,7.2909323055751365,452.6991796153289,0.6986112396155112,0.41583464458506775
2021-04-13,5744.379429806601,7.030500558356945,524.2154833027315,0.6436396740903126,0.520484877758982
2021-04-14,6825.4799686479955,6.774605925970771,478.50365295222997,0.7502393918042229,0.5069347015120783
2021-04-15,7291.764329220416,7.210255846943419,497.13254728789684,0.6780166489995589,0.42490980737622847
2021-04-16,4923.6132655416095,7.022110573505234,565.5767015594616,0.7784418070883777,0.5730362906479397
2021-04-17,5961.298542978052,6.612756942014467,455.00551825527737,0.5962457675310074,0.5252618709523035
2021-04-18,6028.82149768348,7.419654812100489,435.48626304333675,0.6169741346720568,0.4261779104603711
2021-04-19,4944.144250388783,7.317433661453833,392.35508346357113,0.7415575827015588,0.5820229528350779
2021-04-20,6554.913384410657,7.682774654109291,497.72830470882906,0.6371443091887631,0.5798735700063523
2021-04-21,6587.248289811763,7.1673164010373425,560.384010987366,0.6870050954676213,0.5282793684477313
2021-04-22,6731.244226298819,8.097142044852708,287.5872487518467,0.6952971620022295,0.4515224984484047
2021-04-23,5713.143843937244,6.235222475761642,468.40783351047503,0.6170412048983827,0.5376304735182503
2021-04-24,5734.122118701643,8.06238991984678,480.34766547093346,0.6376039904234851,0.579384960352589
2021-04-25,5964.522126955046,7.315446033839199,441.76491969958664,0.7020748727386411,0.45532882555653725
2021-04-26,5769.218351607581,7.126301004792005,520.6057615932106,0.5861411273015634,0.4690034320361592
2021-04-27,6929.573838950796,6.865407276482301,394.67824421058396,0.823389116415592,0.513013586555774
2021-04-28,6374.024858349702,6.508020279263019,478.46845725811323,0.6854995777060028,0.552725209102952
2021-04-29,6351.6710654813505,7.632111929488307,386.561253814797,0.7935342759511056,0.3585382011460132
2021-04-30,7287.767671000734,7.509108893237696,490.7619579818138,0.7821641761458732,0.5087551625727612
2021-05-01,5642.721706985798,6.052625645561584,422.8887021791213,0.5584903475438167,0.4176997567688851
2021-05-02,6574.421824077671,6.831798732855529,485.75992217551953,0.6900625124483889,0.3700513176615277
2021-05-03,5209.139938680278,6.18215237607336,395.60641276907995,0.6278012242788817,0.5477621317091532
2021-05-04,5351.441665925394,7.235618637542924,448.5203640055525,0.6835375935100986,0.39617461404569787
2021-05-05,6317.684370160874,7.330852797962712,348.2907070541294,0.6677106174429256,0.4712496400277708
2021-05-06,5369.798881318687,7.198296008694979,446.72355558507815,0.6613901485063075,0.38893752768984746
2021-05-07,5245.022358210772,5.571210687459185,480.8216984712298,0.7319833493820217,0.5938062747896721
2021-05-08,6232.331120531562,6.508616415152292,453.5416828011071,0.7149466977001295,0.4982105931670193
2021-05-09,4768.836680409119,7.891590813639588,484.24712056366315,0.7465799326467816,0.5651542851293331
2021-05-10,5782.378895157389,6.560849128182279,587.8553684897325,0.6398587657037053,0.5727175345279324
2021-05-11,4966.771264673225,6.261759553231159,359.67183430512074,0.7817465523244066,0.44809512443302796
2021-05-12,4761.0413449788775,7.252929503813363,494.80267211689085,0.6714369331911249,0.540143461136096
2021-05-13,4922.179160493807,6.5694938727801615,452.3494102224136,0.8249357905657314,0.6245834036653056
2021-05-14,6519.974120440732,6.966903261469505,410.37950633913084,0.7680412863495948,0.6086021623856828
2021-05-15,5371.079199251885,7.301967532633239,427.72803169424816,0.6324383434205114,0.5581678311221677
2021-05-16,6461.654631629909,6.624046229677803,463.33377062190567,0.6695336564395831,0.4316866743465059
2021-05-17,6583.934558152221,7.691279861839894,421.45614146924527,0.786395783858016,0.43672624573078456
2021-05-18,4809.725769698771,6.84245927786388,493.2202288768433,0.7431749796017723,0.4979335128082252
2021-05-19,6697.2500257887905,8.652296161660887,452.0146469820518,0.6698701075372346,0.41139710113737893
2021-05-20,6493.954786253184,6.450511424155777,462.23824393942806,0.7008264148128581,0.425085323239563
2021-05-21,6174.453812672028,7.0427330045846155,440.0965920270184,0.7186316280465888,0.4503460131221834
2021-05-22,6665.1213746605945,6.99922641086674,393.09220428183875,0.7602326015131595,0.5580171393200862
2021-05-23,5795.353795244457,7.827811880429427,472.8151844727213,0.6850725307619965,0.5000832122084117
2021-05-24,6835.345374492378,7.675817798863956,425.80367994038124,0.7082193476424327,0.5460978997335587
2021-05-25,6970.388070362777,6.701027950080999,447.8437892885083,0.7536241463200556,0.48835523482416837
2021-05-26,4649.367706851221,5.720375630668098,446.4813140237063,0.6671352238463492,0.577693494447712
2021-05-27,5792.393409205956,6.620662194328801,434.28658245497314,0.6516275553135816,0.45827391044583793
2021-05-28,6540.169798581238,6.936241582384376,442.07401764563355,0.5942909148867593,0.41414881513890184
2021-05-29,4673.38587490749,7.797992766626138,516.4392674676013,0.632731499602205,0.5212623561944595
2021-05-30,5401.292920886476,6.892363320826685,469.5527806478727,0.6917678287427602,0.33136349015792793
2021-05-31,5842.99169070995,6.137052111362387,588.6479578322119,0.7929361439407393,0.4946846401649086
2021-06-01,5159.956158603436,7.719918059818034,404.12163818378616,0.751667073945268,0.5796340643355266
2021-06-02,6008.915618391099,7.772971286837862,552.8123430465716,0.6773181601777013,0.616964750127043
2021-06-03,7429.661528960637,7.334074372452918,392.32490240859096,0.707649094726022,0.47134285408130805
2021-06-04,6641.607290768899,7.861782391382101,348.92769193535037,0.7639782226684537,0.4738011596561266
2021-06-05,6420.216779097665,7.180983236782459,475.22183766695815,0.7731421225458813,0.44848710454865226
2021-06-06,6581.754868074543,6.042476295571466,511.8003382661675,0.7567771434215486,0.4894527667715938
2021-06-07,6001.777730379789,6.571858722532299,513.6328236012887,0.7606510605732808,0.6216434627445181
2021-06-08,7302.596910899944,6.548287142976723,427.54951970653656,0.7392834419967592,0.4816499133270671
2021-06-09,5566.323042505309,6.831922472494547,476.2710250712562,0.639369474616235,0.5219319189676379
2021-06-10,5599.006269934005,6.883859190451099,543.5374276441582,0.708723690167905,0.5466913638746554
2021-06-11,5663.694953797839,6.987990226347374,348.17580868683194,0.7172864419728519,0.490912992661334
2021-06-12,5273.705317916369,6.610863207947667,521.2074519418894,0.6739581919177334,0.486097365854272
2021-06-13,6608.051999258292,6.420336819394418,399.7407469874864,0.6327251649684783,0.45175654754926314
2021-06-14,5816.671304608745,7.060625290904954,460.40805542717766,0.7811774577365206,0.5008888787749312
2021-06-15,5235.143861655636,7.212537452703491,476.71810007495174,0.7182407232185931,0.6386116843832602
2021-06-16,5330.38118879223,6.603313511702321,476.02333166579183,0.5929409596383429,0.5753003240104938
2021-06-17,5124.717843157133,8.069371403570843,697.0322874887016,0.7691378570339046,0.5261824854949476
2021-06-18,6124.556659399644,6.443404993753148,441.072248879568,0.6752182414085354,0.58699536017412
2021-06-19,5232.25058684034,7.60551380225916,535.1723443705262,0.738070587105213,0.5192820643805277
2021-06-20,6076.047232776313,6.173113464278348,582.4599830544879,0.7299971941212221,0.4793599955775167
2021-06-21,6901.920798243146,7.445955331045813,473.44219426746946,0.6493630887637393,0.4233313098865146
2021-06-22,6823.993140253314,7.436159893627148,479.7444007432027,0.8475120157416947,0.5222345766729958
2021-06-23,5700.122342127852,7.813204676438307,444.0298119137219,0.6987770585093386,0.49015298269808216
2021-06-24,6406.308911721739,6.6723385898686045,439.4220682373634,0.7401334853411695,0.5009598807888399
2021-06-25,4536.387519793166,7.3761186952603595,389.87899041623245,0.7228180928417469,0.4943754543160747
2021-06-26,5052.577223718593,7.441977559973247,590.8560477671166,0.708860714038145,0.5775578125717762
2021-06-27,5291.769099938125,7.972183759845067,373.4852739510646,0.7566569768579203,0.5567149093005087
2021-06-28,7073.998376460397,6.053039876237356,549.2418741928719,0.676132623707493,0.6025354661044318
2021-06-29,5359.576047736958,8.401495307176381,355.4376305143374,0.6968140549811981,0.4919687348969752
2021-06-30,5472.603837651025,7.313789251515609,368.54348428997326,0.7575264074572704,0.48254780922973867
2021-07-01,5815.073003808543,7.000497279424901,539.3993641129823,0.7927657898436125,0.5304755755927132
2021-07-02,5110.135086174264,6.283737769091638,450.625246579082,0.6441107495889855,0.5562177261745304
2021-07-03,5617.225482681958,6.751034471188704,397.1615140965519,0.7486281497890247,0.4270848059681738
2021-07-04,5985.438885003366,6.559227286645547,396.39170655312427,0.6518552766341595,0.4948750670588367
2021-07-05,6583.869122736353,7.499669772570936,440.6531497840362,0.6327435637642882,0.39446298754652553
2021-07-06,7094.488156200982,6.775649002267162,382.28990846096303,0.7231020950170661,0.4379032781906334
2021-07-07,5911.480220707428,7.253553083805599,483.4918108827608,0.5802280449578067,0.3808529963478127
2021-07-08,6454.242390109909,8.181227878386242,466.0149396360202,0.6729256204862217,0.5050069068833283
2021-07-09,5139.117521384604,6.872120866031967,306.9276618035552,0.7427401984491828,0.43097572982214266
2021-07-10,5841.7074211969275,5.609570469438727,404.1149239612558,0.606648389950669,0.48513445406642647
2021-07-11,7601.763468614544,8.004337039537097,516.645252511361,0.7104368589930461,0.4208854642062326
2021-07-12,6505.146925988025,6.079169040253171,475.0167929694089,0.7694670061125953,0.49288467272225284
2021-07-13,5339.071996853642,7.42099716167905,415.14230046851213,0.7224972806990845,0.5010810254552164
2021-07-14,7563.561648815491,6.506652693118556,451.4979508612292,0.6345712961732807,0.45408546010958784
2021-07-15,5928.904995356967,5.971691525744902,394.73359805919875,0.7223020966986095,0.5494506954607549
2021-07-16,5366.394639873278,6.861420637496511,380.47529130088714,0.6277243400968849,0.6186990459522875
2021-07-17,6759.644658396074,6.641193587926261,520.7545765439546,0.7498979385474581,0.3947930468389485
2021-07-18,5718.412316530972,6.527182477491056,371.5698802040431,0.7419092827811272,0.4536008856404074
2021-07-19,5907.709400093899,7.65070127242921,412.9325129730284,0.7546491315556808,0.6024019765573149
2021-07-20,5518.108836907467,7.393007982250797,512.7885351249236,0.7272031299076073,0.5938928372930853
2021-07-21,6609.736488446603,7.635759158113172,553.3298718141245,0.625578827697441,0.5017867264905517
2021-07-22,5170.563010805873,7.183228449040729,460.36146050238085,0.71571720604661,0.6630832911346749
2021-07-23,5047.701824266939,6.249310024112376,381.69851868805586,0.7436092873107576,0.42834643553554375
2021-07-24,6015.8632233926155,6.265751871724852,451.3562200580593,0.6563215281461146,0.5222766830717156
2021-07-25,6239.68846814166,6.413217652442885,543.5042324617856,0.5486190600057326,0.6211805232975108
2021-07-26,5895.871653608065,6.896529195130834,468.6354266875446,0.7242723733632855,0.46511577796603937
2021-07-27,6073.353181336319,6.995830732368598,436.5172532504417,0.723965019094821,0.5533173731357356
2021-07-28,6078.606380521299,7.316215259681581,462.60727504834057,0.7182737641767042,0.5697079956618109
2021-07-29,6017.9241957368295,6.723902281134996,454.9638009986167,0.6876783085279925,0.4806260551521861
2021-07-30,5364.324253939621,7.135843106433101,488.2675698024356,0.714684842365899,0.4824239972600857
2021-07-31,6586.98732466055,7.343716055638722,397.7193095461996,0.7124161671154576,0.6013079906686909
2021-08-01,5674.048316557201,6.008005359881092,482.9772869123378,0.7572549341565359,0.4240036510047567
2021-08-02,5844.108211532942,7.137508914771888,533.5994243034503,0.7511416127496718,0.5083147743027056
2021-08-03,6197.665598062939,7.136257601748189,515.3013883856953,0.7282120614817426,0.5788018922487769
2021-08-04,6076.838700639558,6.679963527404745,460.3177096454228,0.47022508489471493,0.537896531598493
2021-08-05,6013.114793952055,6.46524380305151,426.9342835283237,0.737957278597355,0.5123045385238756
2021-08-06,6070.421315005401,6.9172273274250315,427.39462476914576,0.6084193095063629,0.5131976274452462
2021-08-07,5228.885536686233,7.910999978018783,477.83088479512566,0.5533684575076919,0.6176849998066675
2021-08-08,5388.04482071137,7.509007140816942,428.7410910073158,0.5783618587513906,0.4177758564975121
2021-08-09,4643.845801643272,6.776587087306328,504.01721076731866,0.7484208389056234,0.48793919624810744
2021-08-10,6955.634073131351,6.26616470414844,504.065779483519,0.7971479042250053,0.41222527362365896
2021-08-11,6780.415605105165,7.363499383400353,465.28829550519504,0.673271693944514,0.48584693387690137
2021-08-12,6504.7023507901895,6.402431245244757,341.62985346238435,0.605695981746211,0.3645761942180144
2021-08-13,5813.580269338709,6.521966860632568,469.89795395227344,0.773210371431145,0.3617491872535876
2021-08-14,7511.111883784426,7.405724334754159,537.7273902216592,0.7239732908048553,0.46901008316310144
2021-08-15,6491.464102965921,6.712495249627963,490.89003852331854,0.764601346816378,0.39647899514145496
2021-08-16,6847.271589192107,6.857014769797861,425.7513134243734,0.7036924478272804,0.5018927861677017
2021-08-17,5925.248497361338,7.527674025581008,518.2473586152481,0.7298319488115504,0.4975808875547139
2021-08-18,6243.527261180569,6.018006147158413,461.3495721455906,0.7230366049859063,0.5383652573234343
2021-08-19,6679.777159999391,6.360884384364188,503.6663479732283,0.6283853982947777,0.4763690509407306
2021-08-20,6189.406768036607,5.835422802823808,573.58793720579,0.7321744718923185,0.436326828337213
2021-08-21,6035.04439595818,6.757665184699097,442.5541703452318,0.6583871084369183,0.569024064218268
2021-08-22,4635.75243740599,7.125357255489362,403.3824937860981,0.6729596526544471,0.4221783215747293
2021-08-23,4760.158925508661,6.34586014320627,509.2192839652891,0.7385374136763104,0.5211177991345662
2021-08-24,5365.726400888153,6.673744383881258,358.5795690007124,0.6779162830742743,0.4935487492075854
2021-08-25,4977.0418252781565,7.27824988187334,417.8219256097569,0.743909371230803,0.5552935840614303
2021-08-26,6644.015767680144,6.890160885060915,527.2578788200609,0.6558144688391944,0.49192795901036357
2021-08-27,6434.907997906269,7.812811301955965,479.8864955288827,0.7729027278370714,0.5247396357431263
2021-08-28,6375.370654783305,7.4804003437909445,504.57581770263135,0.7552791266175638,0.4714316340907105
2021-08-29,5972.236158611901,7.260924088535549,506.2514611282841,0.6420851517864115,0.6316035446641545
2021-08-30,6343.613094326994,7.029292138250278,494.6935778682568,0.7037983160506917,0.4518370025041132
2021-08-31,5645.96182757356,5.960388162028704,507.5768754492539,0.7714481708551428,0.512344583098601
2021-09-01,6409.603894788557,6.868037502005598,484.44888656820535,0.5824045815404638,0.3708455190585129
2021-09-02,7175.629838749378,6.794490954452795,455.5603286652154,0.7074323559247192,0.4865395455233508
2021-09-03,5613.465378797943,7.800491858304459,346.17404309692125,0.7400404987811307,0.6297590817416978
2021-09-04,6343.712658113273,6.941199003687109,435.93184142627064,0.6804194433587855,0.5316102501896315
2021-09-05,6292.104122478923,6.57025769429812,304.012107745503,0.6967263084772611,0.45292168226371526
2021-09-06,6682.047316609923,6.555025130500301,476.8074841107611,0.5769796560944729,0.5162814425722436
2021-09-07,5524.885345278842,6.131894220357645,435.385616261592,0.7335738267930743,0.40666971459154144
2021-09-08,5354.110250148641,7.21162617417819,381.4898196795343,0.8174274391580857,0.3873220427193779
2021-09-09,7160.845619798641,8.588987889530749,496.823197108349,0.6668054097271995,0.45152825695990356
2021-09-10,6883.872544045851,6.426873062467426,399.586885019445,0.7889370133956124,0.5981351430676879
2021-09-11,5776.192904134886,6.643029246923082,431.766639964499,0.68769949653936,0.4344483273812199
2021-09-12,5642.15833052557,7.245111887582905,536.7437015904133,0.769908756374531,0.5034613356429619
2021-09-13,4976.25266809356,6.101777215753299,376.53321275854455,0.6700610960018146,0.5601702274988594
2021-09-14,5864.493887345827,7.568817424441179,390.1784912845587,0.7943728325207853,0.6134238691101195
2021-09-15,6754.603778361618,7.914079559438194,475.33848377589675,0.836474896512942,0.4779958576109933
2021-09-16,6631.740229905332,7.016029159521501,535.2810953438449,0.7504851079755371,0.4583158286946369
2021-09-17,5090.081423919469,7.3512480240413245,438.2730747494022,0.674389955622948,0.45527160565565344
2021-09-18,3624.9819940760876,6.70638071819977,475.71475925980917,0.6309398998762575,0.5719437736091937
2021-09-19,5622.183374952336,7.203394934779493,424.0600967587593,0.6129973160032967,0.5976034537379918
2021-09-20,7021.811865109422,6.6073605998387315,499.045515351867,0.7363694258892735,0.5248078957801364
2021-09-21,5093.91573053247,6.3336349652091615,451.0968968366331,0.7409509894756076,0.48747591670122276
2021-09-22,5453.552945367656,6.379213336383721,341.9109049868603,0.6514640654420462,0.3306379499390956
2021-09-23,6176.526238493436,6.877948350369124,371.2640808141359,0.7461310398303449,0.572371648085392
2021-09-24,5436.272301630512,6.550335134769063,432.4512953564208,0.6858010028693565,0.4419553662371218
2021-09-25,6094.34249550159,4.75683857763927,443.851259681434,0.6738762912018917,0.6424960231317655
2021-09-26,6860.771536320703,6.8426668605652745,476.98445157146483,0.733392621486765,0.6810085372565321
2021-09-27,4270.832567893383,6.029744866080264,404.8564900564764,0.6770817079715828,0.5030374253685392
2021-09-28,6697.537689118297,6.656381437647965,444.51624654141847,0.7620456854903864,0.48937209768852025
2021-09-29,6909.64170244634,7.7220882375967195,442.277343469405,0.7426491241279791,0.5229374333106106
2021-09-30,6158.546402913621,7.04234640444784,405.8569772506571,0.7237973894362911,0.6980023462814658
2021-10-01,5557.959756629122,6.470801376832646,467.228530454838,0.7271370411017798,0.5234541478386127
2021-10-02,7169.819788799589,6.645450877446662,352.77825083689663,0.6921038499905373,0.4859643872921026
2021-10-03,6797.330643189904,7.5632468414593745,346.34267341458525,0.8122134352646877,0.51254374995635
2021-10-04,5095.428433869491,7.768980669909948,508.70307954515374,0.5921958168247218,0.599459907038354
2021-10-05,6763.415184261321,6.938229345753169,416.1759765529314,0.589847042514286,0.3866223774555438
2021-10-06,4203.856862727295,7.0496424823925095,465.8759117169406,0.6330328838421114,0.44921992822128276
2021-10-07,7128.25885561547,7.143747877431618,559.565776577409,0.6197688155645493,0.5218391966098838
2021-10-08,7290.16594175774,7.614340127128922,307.21487056002815,0.6204329074914067,0.4936828016038887
2021-10-09,5862.314741691127,5.6430218372866845,513.6495349594067,0.7151716868910754,0.4376476938463381
2021-10-10,6255.2375058062935,6.940530892599772,477.01683536984774,0.8107771314471347,0.4417429153983383
2021-10-11,6913.544506920683,6.782104651924407,607.4306654653076,0.6731856118365603,0.55843030685433
2021-10-12,4907.352981915547,7.174325817466912,406.72319487521617,0.6416956574403844,0.5744043840538876
